Era,Name,Info/Notes,Length,Leak Date,File Date,File Date,Type,"Availability
(aka Snippet Central)",Quality,Link(s)
Cherry Bomb,"🏆 PILOT [V1]
(feat. Kali Uchis & Toro Y Moi)","Original version of ""PILOT"" that is allegedly 6 minutes long with a slightly different instrumental. Snippet previewed in the Cherry Bomb Documentary.",~6:00,"May 30, 2017",,,Song,Snippet,Recording,https://pixeldrain.com/u/itVz3gEp
Cherry Bomb,RUN [V1],"Version of ""RUN"" at its original BPM, previewed in the documentary.",,"May 30, 2017",,,Song,Snippet,Recording,https://pixeldrain.com/u/7St19Ew9
Cherry Bomb,SMUCKERS [V2],"Original solo version of ""SMUCKERS,"" said to exist by Tyler. Previewed in the Cherry Bomb Documentary behind a clip of him talking about the song. Has some different lyrics and a less developed instrumental.",,"May 30, 2017",,March 2014,Song,Partial,Recording,https://pixeldrain.com/u/bTVMZiBd
Cherry Bomb,"SMUCKERS [V6]
(feat. Kanye West & Lil Wayne)","Demo version of ""SMUCKERS"" heard in the Cherry Bomb documentary, with Kanye recording mumble vocals for the song. Presumably from after he decided to rewrite his verse.",,"May 30, 2017",,,Song,Snippet,Recording,https://pixeldrain.com/u/NH25QkQG
Cherry Bomb,"Timbean [V1]
(feat. Kali Uchis)
(For The Time Being, Time Being)","Demo version of ""For The Time Being"" that can be heard in the background of the Cherry Bomb documentary. Has demo vocals from Tyler. Attached is the excerpt from the doc that it can be heard in.",,"May 30, 2017",,,Song,Partial,Recording,https://pixeldrain.com/u/8JWNaCU6
Cherry Bomb,"Kali Uchis - Ray Gay [V1]
(prod. Tyler, The Creator)
(Not Impossible)",Song played in the background of the Cherry Bomb documentary that was produced by Tyler (via Kali tracker). Attached is the excerpt from the doc that it can be heard in.,,"May 30, 2017",,,Production,Partial,Recording,https://pixeldrain.com/u/3t9t7nKi
Flower Boy,"Where This Flower Blooms [V3]
(feat. Frank Ocean)
(Where Da Flower Bloomz)","Studio session snippet of Frank performing the hook to ""Where This Flower Blooms"", posted to Tyler's ""scumfuckflowerboy"" Instagram on May 28th, 2017.",,"May 28, 2017",,,Song,Snippet,Recording,https://pixeldrain.com/u/Msvp7qfj
Flower Boy,"Frank Ocean - Biking [V2]
(feat. Tyler, The Creator) (prod. Caleb Laven, Jamari & Ging)","Alternate version with Tyler, The Creator on a different instrumental that was only used in a promotional video for blonded RADIO ep 3.",,"Apr 8, 2017",,,Song,Partial,High Quality,https://pixeldrain.com/u/cmYvAQnN
Flower Boy,"Glitter [V4]
(Firework)","Version of ""Glitter"" with slight differences in instrumentation, has Tyler doing his verse at the end. Posted to Tyler's ""scumfuckflowerboy"" Instagram on March 6th, 2017.",,"Mar 6, 2017",,,Song,Snippet,Recording,https://pixeldrain.com/u/v117PswC
Cherry Bomb,"DeathValley (Jingle)
(with Tim Davis)","One of the jingles done by Tim Davis, used for ""DeathValley.""",0:21,"Mar 3, 2017",,,Other / Unknown,Full,CD Quality,https://pixeldrain.com/u/C19zGC4N
Flower Boy,911 [V29],"Snippet of Tyler recording his opening lines to ""911,"" posted to his 'scumfuckflowerboy' Instagram on Jan 10, 2017",,"Jan 10, 2017",,,Acapella,Snippet,Recording,https://pixeldrain.com/u/JsvaWAEk
Flower Boy,"Toronto [V6]
(feat. Kali Uchis)
(See You Again)","Demo of ""See You Again"" that was played at a studio session, sounds similar to the released version. Posted to Tyler's ""scumfuckflowerboy"" Instagram on January 8th, 2017.",,"Jan 8, 2017",,,Song,Snippet,Recording,https://pixeldrain.com/u/w3tq1YNp
Flower Boy,"Toronto [V5]
(ref. Tyler, The Creator)
(See You Again)","Demo of ""See You Again"" that has Tyler performing the chorus instead of Kali, likely as a reference, previewed on Tyler's ""scumfuckflowerboy"" Instagram on January 1st, 2017.",,"Jan 1, 2017",,,Song,Snippet,Recording,https://pixeldrain.com/u/nfnd52Z3
Scum Fuck Flower Boy,"Toronto [V4]
(See You Again)","Acapella snippet of Tyler performing the hook for ""See You Again"" posted to Tyler's ""scumfuckflowerboy"" Instagram on December 29th, 2016. Unknown which version this take is from.",,"Dec 29, 2016",,,Acapella,Snippet,Recording,https://pixeldrain.com/u/31tS75AM
Scum Fuck Flower Boy,"I Ain't Got Time! [V3]
(add. A$AP Rocky)
(John Ross)","Mumble version of ""I Ain't Got Time!"" that has different production, posted to Tyler's ""scumfuckflowerboy"" Instagram on December 19th, 2016.",,"Dec 19, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/UToMLKjE
Scum Fuck Flower Boy,"Firework [V3]
(Glitter)","Version of ""Firework"" with Tyler singing some official and alternate lyrics to a guitar, those alternate lyrics have been reused for a live performance of ""Glitter."" Posted to Tyler's ""scumfuckflowerboy"" Instagram on November 23rd, 2016.",,"Nov 23, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/MpH6knK1
Scum Fuck Flower Boy,"911 [V28]
(feat. Frank Ocean)","Version of ""911"" with a pitched down instrumental and is missing some instruments from the released version. Posted to Tyler's ""scumfuckflowerboy"" Instagram on November 19th, 2016.",,"Nov 19, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/BunP8yBL
WOLF [V3],"✨ Rusty [V2] (Live Version)
(feat. Domo Genesis & Earl Sweatshirt)",Infamous live version of Rusty from CFG 2016 where Tyler freestyles the back half of the second verse.,4:59,"Nov 13, 2016",,,Performance,Full,Stream,https://pixeldrain.com/u/JczGGDWJ
Flower Boy,"WHAT THE FUCK RIGHT NOW (Live Version)
(feat. A$AP Rocky)","Live version of ""WHAT THE FUCK RIGHT NOW"" that uses the leaked show mix.",> 2:43,"Nov 12, 2016",,,Performance,Partial,Recording,https://pixeldrain.com/u/hs36UUZF
Scum Fuck Flower Boy,"911 [V27]
(feat. Frank Ocean)","Later version of ""911"" where Frank was still figuring out his lyrics. Posted to Tyler's ""scumfuckflowerboy"" Instagram on October 25th, 2016.",,"Oct 25, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/xQFY5ZSH
Scum Fuck Flower Boy,911 [V26],"Version of ""911"" with some instrumental differences, as well as Tyler working out the lyrics to the song. Posted to Tyler's ""scumfuckflowerboy"" Instagram on October 24th, 2016.",,"Oct 24, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/RcNyCDSZ
Scum Fuck Flower Boy,"Garden Shed [V4]
(feat. Estelle)","Early version of ""Garden Shed"" where Estelle is singing Tyler's part with slightly different lyrics, posted to Tyler's ""scumfuckflowerboy"" Instagram on October 22nd, 2016.",,"Oct 22, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/XbmvF5wC
Scum Fuck Flower Boy,"I Ain't Got Time! [V2]
(add. A$AP Rocky)
(John Ross)","Version of ""I Ain't Got Time!"" that doesn't have a pause when Rocky says ""Happy Birthday!."" Could also have other differences, posted to Tyler's ""scumfuckflowerboy"" Instagram on October 17th, 2016",,"Oct 17, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/dQAdYG5E
Scum Fuck Flower Boy,"🏆 911 [V1]
(Me And You)","Earliest known '911' with different instrumental and lyrics, sampling 'Me And You' by Tony! Toni! Toné!. This version was completely finished and was ready to be uploaded to Tyler's YouTube, might even be a privated on there. Commonly refered to as 911 Version 24, as Tyler stated the song went through 25 iterations before its release form. A snippet was posted to Tyler's ""scumfuckflowerboy"" Instagram on September 20th, 2016.",,"Sep 20, 2016",,,Song,Partial,Recording,https://pixeldrain.com/u/NWe92VWp
Scum Fuck Flower Boy,"✨ 911 [V1]
(Me And You)","Earliest known '911' with different instrumental and lyrics, sampling 'Me And You' by Tony! Toni! Toné!. This version was completely finished and was ready to be uploaded to Tyler's YouTube, might even be a privated on there. Commonly refered to as 911 Version 24, as Tyler stated the song went through 25 iterations before its release form. A snippet was posted to Tyler's ""scumfuckflowerboy"" Instagram on September 20th, 2016.",,"Sep 20, 2016",,,Song,Partial,Recording,https://pixeldrain.com/u/NWe92VWp
Scum Fuck Flower Boy,"Pothole [V2]
(feat. Jaden Smith)","A video of Jaden Smith recording some demo lyrics for Pothole was posted to Tyler's 'scumfuckflowerboy' Instagram on the 17th September, 2016.",,"Sep 17, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/eYPnREHd
Scum Fuck Flower Boy,???,"Sounds like Tyler messing around with sounds, previewed on Tyler's ""scumfuckflowerboy"" Instagram on September 9th, 2016.",,"Sep 9, 2016",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/jCy2SpNq
Scum Fuck Flower Boy,"Bored [V6]
(feat. Rex Orange County & Anna Of The North)
(Boredom)","Version of ""Bored"" that's pitched up and has Tyler singing the lyrics posted to Tyler's ""scumfuckflowerboy"" Instagram on September 2nd, 2016.",,"Sep 2, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/nuwvizv2
Scum Fuck Flower Boy,"🏆 Sugar
(SWEET, Suga)","Original version of ""SWEET"" that can be heard at the end of ""I Ain't Got Time!,"" lyrics were written in February 2016 and was going to be on Scum Fuck Flower Boy with Austin Feinstein on guitar. Previewed on Tyler's ""scumfuckflowerboy"" Instagram on September 2nd, 2016.
Additional lyrics found in the freeperm archive are:

""You make my blood rush 
my heart beats faster when i see you
 some say your dangerous, 
and i should leave you alone but
you boost my energy""",,"Sep 2, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/pyUBNBXj
Scum Fuck Flower Boy,"Bored [V4]
(feat. Rex Orange County & Anna Of The North)
(Boredom)","Version of ""Bored"" where Anna is harmonizing with the melodies, posted to Tyler's ""scumfuckflowerboy"" Instagram on August 31st, 2016.",,"Aug 31, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/qE3vzc87
Scum Fuck Flower Boy,"Bored [V5]
(feat. Rex Orange County & Anna Of The North)
(Boredom)","Version of ""Bored"" that sounds nearly similar to the released version, posted to Tyler's ""scumfuckflowerboy"" Instagram on August 31st, 2016.",,"Aug 31, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/fGeohfmb
Scum Fuck Flower Boy,"Bored [V3]
(feat. Rex Orange County)
(Boredom)","Version of ""Bored"" where Rex is trying to figure out his lyrics for his feature, posted to Tyler's ""scumfuckflowerboy"" Instagram on August 12th, 2016.",,"Aug 12, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/bzAUp7kV
Scum Fuck Flower Boy,"Spoon [V2]
(feat. Rex Orange County)
(Foreword)","Version of ""Foreword"" where Rex is figuring out the melodies, previewed on Tyler's ""scumfuckflowerboy"" Instagram on August 12th, 2016.",,"Aug 12, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/38oaoKkf
Scum Fuck Flower Boy,"Garden Shed [V2]
(ref. Tyler, The Creator)","Studio session clips for ""Garden Shed"" that was previewed on Tyler's ""scumfuckflowerboy"" Instagram on July 11th, 2016. Appears to be from before Estelle was added to the song.",,"Jul 11, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/1Cy9V3xh
Scum Fuck Flower Boy,"???
(Painting)","Violinists playing along to a song composed by Tyler, sounds like a separate unreleased song. Posted to Tyler's ""scumfuckflowerboy"" Instagram on June 17th, 2016.",,"Jun 17, 2016",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/Sdv8jq7R
Scum Fuck Flower Boy,"⭐️ ???
(Ego, My Ego)","Throwaway performed at the 2016 Golf Wang Fashion Show that was made in response to the reception of Cherry Bomb. Has the same intro melody as ""Wor"".",3:30,"Jun 16, 2016",,,Song,Full,Recording,https://pixeldrain.com/u/XiqCw5Xt
Scum Fuck Flower Boy,"🏆 ???
(Ego, My Ego)","Throwaway performed at the 2016 Golf Wang Fashion Show that was made in response to the reception of Cherry Bomb. Has the same intro melody as ""Wor"".",3:30,"Jun 16, 2016",,,Song,Full,Recording,https://pixeldrain.com/u/XiqCw5Xt
WOLF [V3],"Jamba (Live Version)
(feat. Hodgy Beats)","Live version of ""Jamba"" with an extended intro.",2:20,"Jun 10, 2016",,,Performance,Full,Stream,https://pixeldrain.com/u/t9o3cbDS
WOLF [V3],Domo23 [V2] (Live Version),"Live version of ""Domo23"" with an extended intro and interlude.",3:27,"Jun 10, 2016",,,Performance,Full,Stream,https://pixeldrain.com/u/2sB9G8by
WOLF [V3],"Bimmer (Live Version)
(feat. Frank Ocean)","Live version of ""Bimmer"" that has a beautiful extended intro.",2:52,"Jun 10, 2016",,,Performance,Full,Stream,https://pixeldrain.com/u/Xt7sBvSf
Cherry Bomb,"RUN (Live Version)
(feat. Chaz Bundick aka Toro Y Moi & ScHoolboy Q)","Live version of ""RUN"" played at Bonnaroo 2016. Contains an extended intro, an alternate interlude, and a slightly alternate outro.",2:14,"Jun 10, 2016",,,Performance,Full,Stream,https://pixeldrain.com/u/BopA4di8
Scum Fuck Flower Boy,"🏆 Lips
(feat. Rae Sremmurd)","Seen on an original Flower Boy tracklist, confirmed to exist. Extremily short snippet posted to Tyler's ""scumfuckflowerboy"" Instagram on May 23rd, 2016, however went unnoticed by the community for years. Ty @pusscyeeenslime.",,"May 23, 2016",,,Song,Snippet,Recording,https://pixeldrain.com/u/2Nmpnedp
Scum Fuck Flower Boy,🏆  Mr. Lonely [V1],"Original version of ""Mr. Lonely."" This version was mentioned in FLOWER BOY: a conversation, with Tyler posting a snippet of himself recording for the song on his ""scumfuckflowerboy"" Instagram on May 21st, 2016. Some lyrics from this version were reused for ""911"". Additional lyrics posted to the freeperm archive on Jan 28, 2016 are:

""5 car garage
Full take of gas
Car for everyday of the week blowing by fast
But it means nothing, nothing, nothing
Without you shotgun""

""Booked another tour
Shows are selling out
Sound is pretty good, crowd is wildn out
But it means nothing, nothing, nothing
 Without you front row""

""Bought another house
My room is in the air
The view is floating there
We're close enough to smell the moon
But it means nothing, nothing, nothing
without your right there (brown eyes and a dead stare)""",,"May 21, 2016",,,Song,Snippet,Recording,"https://pixeldrain.com/u/gqtgKKyR
https://www.youtube.com/watch?v=WrcwcMIYpQg&t=283s
https://pixeldrain.com/u/FyUcLh7e"
Scum Fuck Flower Boy,"Bloom
(Whoville)","Original version of ""Whoville"" previewed on Tyler's ""scumfuckflowerboy"" Instagram on May 16th, 2016. This was supposed to be the original intro to Flower Boy, but Tyler thought this sounded too much like ""WOLF,"" so he scrapped it and later reused it for the Grinch EP.",1:14,"May 16, 2016",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/dzJrgMbv
Scum Fuck Flower Boy,"Cruising [V1]
(Droppin' Seeds, Garden Cruising, Cruising (Instrumental))","Early instrumental to ""Cruising"" that was previewed on Tyler's ""scumfuckflowerboy"" Instagram.",,"May 6, 2016",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/PmN2Pw2S
Scum Fuck Flower Boy,"Spoon [V1]
(Foreword)","Early version of ""Foreword"" with slightly different instrumentals, previewed on Tyler's ""scumfuckflowerboy"" Instagram on May 2nd, 2016.",,"May 2, 2016",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/stvbEbQf
Scum Fuck Flower Boy,Garden Shed [V1],"Very early version of the ""Garden Shed"" instrumental that was previewed on Tyler's ""scumfuckflowerboy"" Instagram on April 30th, 2016.",,"Apr 30, 2016",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/crjBvZ5W
At Your Own Risk [V1],⭐️ Waffles (Instrumental) [V1],"At Your Own Risk track, made in 2006. Reused on Stereo-Type & by Skoolie300 for his song, ""Serv It Up."" Track 9 on the project, doesn't actually feature Prince or Kelis. Tyler mentioned this in an interview with Zane Lowe in 2025, stating that the song was made in 2005 or 2006 & it was ""terrible shit.""",3:23,"Dec 20, 2015",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/Jri6SnJS
Personal Stash,Too Hot To Handle,"Personal Stash beat from 2007, came from one of Skoolie300's friends. Might've interpolated ""My Humps"" by Black Eyed Peas.",2:50,"Dec 14, 2015",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/WkrzJHy4
Cherry Bomb,BUFFALO (Live Version),"Live version of ""BUFFALO"" with an extended intro.",1:32,"Nov 14, 2015",,,Performance,Full,Recording,https://pixeldrain.com/u/XbH1SX5G
Cherry Bomb,"FUCKING YOUNG (Live Version)
(feat. Charlie Wilson)","Original version of ""FUCKING YOUNG"" played at CFG 2015. Contains an extended intro and a beautiful jazz interlude.",3:33,"Nov 14, 2015",,,Performance,Full,Recording,https://pixeldrain.com/u/qBS7mNkk
Cherry Bomb,"✨ SMUCKERS [V2] (Live Version)
(IN MY ROOM)","2015 live version of ""SMUCKERS"". Contains an alternate intro to the released version, fan dubbed ""IN MY ROOM"". ",2:24,"Nov 14, 2015",,,Performance,Full,Recording,https://pixeldrain.com/u/ek9FEJD3
Cherry Bomb,PILOT (Live Version),"Live version of ""PILOT"" that has some slightly alternate production at the start of the second verse.",3:26,"May 28, 2015",,,Performance,Full,Recording,https://pixeldrain.com/u/ayX4iVdu
At Your Own Risk [V1],⭐ Air Balloon [V3],"At Your Own Risk version of ""Air Balloon,"" made and released in 2006 as indicated by a poll on MySpace asking people to choose their favorite songs. Track 2 on the project, doesn't actually feature Pharrell Williams. Reused on Stereo-Type as indicated by tagging.",3:46,"May 16, 2015","Jun 28, 1905",2006,Instrumental,OG File,CD Quality,https://pixeldrain.com/u/x66k4fob
Cherry Bomb,2SEATER [V1] (Live Version),"Tour version of ""2SEATER"" that features an extended intro and an alternate bridge.",3:51,"Apr 17, 2015",,,Performance,Full,Recording,https://pixeldrain.com/u/SUjMe4yQ
WOLF [V3],Cowboy (Live Version),"Live version of ""Cowboy"" with some alternate prod, similar to that seen in the Tumblr version.",3:20,"Nov 8, 2014",,,Performance,Full,Recording,https://pixeldrain.com/u/69VP8MRA
