Era,Name,Notes,Length,"Release
Date",Type,Streaming,Link(s),Alternate Link(s)
INSANO,"GET OFF ME
(prod. Kid Cudi, Days of 1993, Mike Zombie, & Jean Baptiste) (feat. Travis Scott)","Track 3 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Jacques Bermon Webster II, William Coleman, Mike McHenry, Laurus Arnarson, Jean Baptiste, Pavel Matev, Konstantin Dragnev, & Alexander Yossifov. Engineered by William J. Sullivan, & Iain Findlay. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama. Samples the song ""Тъжна Песен (A Sad Song)"" by Donika Venkova.",3:35,Jan 2024,Album Track,Yes,https://open.spotify.com/track/2Adxpr1j5lSihOCsmIfflJ?si=347a5b7d8d244065,
INSANO,"MOST AIN'T DENNIS
(prod. Kid Cudi, BNYX, sadpony, & FNZ)","Track 4 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Benjamin Saint Fort, Jeremiah Raisen, Michael ""Finatik"" Mule, & Isaac ""Zac"" De Boni. Engineered by William J. Sullivan, & Iain Findlay.",2:37,Jan 2024,Album Track,Yes,https://open.spotify.com/track/5670KAPQHSRuZ0AEVA0zlR?si=703cc69383a24ec3,
INSANO,"WOW
(prod. Dot Da Genius, theycallmeparker, & Kid Jupiter) (feat. A$AP Rocky)","Track 5 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Rakim Mayers, Paul Irizarry, Oladipo Omishore, & Carl Taylor. Engineered by William J. Sullivan. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama.",4:34,Jan 2024,Album Track,Yes,https://open.spotify.com/track/2RWlRSi9TthgUka2yrLnrD?si=afffec927f6b4298,
INSANO,"ELECTROWAVEBABY
(prod. Kid Cudi, BNYX, & Jean Baptiste)","Track 6 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Benjamin Saint Fort, Jean Baptiste, Jenny Berggren, Malin Berggren, & Ulf Exberg. Engineered by William J. Sullivan, & Iain Findlay. Samples the song ""All That She Wants"" by Ace of Base.",3:25,Jan 2024,Album Track,Yes,https://open.spotify.com/track/7iwBRiipMHOz0sApVqZBRF?si=a9bd224f83864906,
INSANO,"A TALE OF A KNIGHT
(prod. Kid Cudi, Lil CC, Karl Rubin, Jean Baptiste, Keanu, FNZ, & Tom Levesque)","Track 7 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Cydney Christine Dade, Karl Rubin, Jean Baptiste, Keanu Torres, Tom Levesque, Michael ""Finatik"" Mule, & Isaac ""Zac"" De Boni. Engineered by William J. Sullivan, & Patrik Ehrenblad Plummer. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama.",2:57,Jan 2024,Album Track,Yes,https://open.spotify.com/track/3DYpdmTRaVSEAitwkMHSwA?si=96973ca456734d38,
INSANO,"CUD LIFE
(prod. Kid Cudi, Dot Da Genius, Keyon Christ, & Jonnywood)","Track 8 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Christian Boggs, Jonnywood, & Oladipo Omishore. Engineered by William J. Sullivan, & Iain Findlay. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama.",3:33,Jan 2024,Album Track,Yes,https://open.spotify.com/track/5csTIHoUYgE6jHVrsRrV7a?si=49c59c810d2a4fba,
INSANO,"TOO DAMN HIGH
(prod. Kid Cudi, Dot Da Genius, Lil CC, Karl Rubin, Jean Baptiste, Keanu, & Bluskxy. (feat. Lil Yachty)","Track 9 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Miles Parks McCollum, Cydney, Christine Dade, Karl Rubin, Jean Baptiste, Keanu Torres, Charlie Braithwaite-Hatzigeorgiou, & Oladipo Omishore. Engineered by William J. Sullivan, Iain Findlay, & Gentuar Memishi. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton.",2:18,Jan 2024,Album Track,Yes,https://open.spotify.com/track/5DZHW9R4WldaenHCUtM8KC?si=5658a96c3b2a47d5,
INSANO,"GETCHA GONE
(prod. Cenus, & Anthony Kilhoffer)","Track 10 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Michael Romito, & Anthony Kilhoffer. Engineered by William J. Sullivan, & Iain Findlay. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama.",1:55,Jan 2024,Album Track,Yes,https://open.spotify.com/track/5LKdHz3R60AuKc8Wy6na2j?si=c0d9bbfa7f4e4bd9,
INSANO,"AT THE PARTY
(prod. Pharrell Williams) (feat. Pharrell Williams, & Travis Scott)","Track 11 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Pharrell Williams, Jacques Bermon Webster II, & Oladipo Omishore. Pharrell Recorded by Mike Larson. Engineered by William J. Sullivan, Iain Findlay, & Mike Larson. Assistant Recording Engineers by Remy Dumelz, Jack Lailheugue, Marius Van Mierlo, Lucas Glastra, Greg Truitt, & Chaz Sexton. Samples the song ""Day 'N' Nite (nightmare)"" by Kid Cudi.",3:58,Jan 2024,Album Track,Yes,https://open.spotify.com/track/0kUQWMs1bRlwFNKA4Dce3f?si=3994e42ed9254508,
INSANO,"MR. COOLA
(prod. Kid Cudi, C Gutta, Days of 1993, Jean Baptiste, & Luke)","Track 12 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Darwin Cordale Quinn, Mike McHenry, Jean Baptiste, Luke Crowder, Kitwan McCoy, & Walter Newell. Engineered by William J. Sullivan, & Iain Findlay. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama.",2:27,Jan 2024,Album Track,Yes,https://open.spotify.com/track/7BJtyE1kN9ryPK7hacABLz?si=9a29b9d3c6ff452a,
INSANO,"FRESHIE
(prod. Plain Pat, Dot Da Genius, & J Gramm)","Track 13 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Patrick Reynolds, Oladipo Omishore, & Julian Gramm. Engineered by William J. Sullivan. Additional Engineering by Patrik Ehrenblad Plummer. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama. Samples vocals of Bizzy Bone from the Bone Thugs, & Three 6 Mafia VERZUZ clip.",3:19,Jan 2024,Album Track,Yes,https://open.spotify.com/track/3D6P7SBsmLeWhzPcNL4kEF?si=601642ebb73a41a9,
INSANO,"TORTURED
(prod. WondaGurl, & Cubeatz)","Track 14 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Ebony Oshunrinde, Kevin Gomringer, & Tim Gomringer. Engineered by William J. Suliivan. Additional Engineering by Dominic Ganderton. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama.",3:55,Jan 2024,Album Track,Yes,https://open.spotify.com/track/0sEiLIgL8TpkGcL9akCjVE?si=82940147d2bc47de,
INSANO,"X & CUD
(prod. Kid Cudi, Dot Da Genius, John Cunningham, & Cathedral)","Track 15 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Oladipo Omishore, John Cunningham, Jean-Pierre Mercier, Jahseh Onfroy, & Tobias Jesso. Engineered by William J. Sullivan. Samples the song ""Orlando"" by XXXTENTACION.",2:46,Jan 2024,Album Track,Yes,https://open.spotify.com/track/387j61utwXNE7Bvi5UTR2k?si=029382edb7de4dbf,
INSANO,"SEVEN
(prod. Take A Daytrip, & Clams Casino) (feat. Lil Wayne)","Track 16 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Dwayne Michael Carter, Jr., Denzel Baptiste, David Biral, & Michael Volpe. Lil Wayne Recorded by Dwayne Carter, & Manny Galvarez. Engineered by William J. Sullivan. ",2:31,Jan 2024,Album Track,Yes,https://open.spotify.com/track/0pMqb24GW0NLPVkVw8NMVT?si=9381d246f40c48b4,
INSANO,"FUNKY WIZARD SMOKE
(prod. Kid Cudi, BNYX, SADPONY, Patrick Wimberly, Wynne Bennett, & Jean Baptiste)","Track 17 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Benjamin Fort, Jeremiah Raisen, Patrick Wimberly, Wynne Bennett, & Jean Baptiste. Engineered by William J. Sullivan, & Iain Findlay. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Background Vocals by DJ Drama, & Travis Scott.",2:45,Jan 2024,Album Track,Yes,https://open.spotify.com/track/3GWtiiOM53EszL4sKsos2i?si=b300094d22ef4067,
INSANO,"RAGER BOYZ
(prod. Kid Cudi, Dot Da Genius, Anthony Kilhoffer, & THATS NOT IT) (feat. Young Thug)","Track 18 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Jeffery Lamar Williams, Anthony Kilhoffer, Oladipo Omishore, David Karbal, & Daniel Shyman. Engineered by William J. Sullivan, & A. 'Bainz' Bains. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Additional MIxing by A. 'Bainz' Bains. Assisted Mixing by Aresh Banaji.",2:49,Jan 2024,Album Track,Yes,https://open.spotify.com/track/22HND7HF2tHFME3qIDrfD1?si=5149bf24982a4ff2,
INSANO,"PORSCHE TOPLESS
(prod. Kid Cudi, BNYX, & Jean Baptiste)","Track 19 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Benjamin Fort, & Jean Baptiste. Engineered by William J. Sullivan, & Iain Findlay. Additional Engineering by Dominic Ganderton. Additional Mixing by William J. Sullivan.",2:50,Jan 2024,Album Track,Yes,https://open.spotify.com/track/6qdOOQcqmPdyVbhgfH1SNG?si=fcf6a156ba444361,
INSANO,"BLUE SKY
(prod. Kid Cudi, SADPONY, Justin Raisen, Lil Yachty, & Jean Baptiste)","Track 20 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Jeremiah Raisen, Justin Raisen, Miles Parks McCollum, & Jean Baptiste. Engineered by William J. Sullivan, & Iain Findlay.",3:41,Jan 2024,Album Track,Yes,https://open.spotify.com/track/7rYR2a3DisiE26KA2FpHgT?si=7d65ad80d1a640f2,
INSANO,"HIT THE STREETZ IN MY NIKES
(prod. by Kid Cudi, Days of 1993, LastNght, & Jean Baptiste)","Track 21 from Kid Cudi's 2024 album INSANO. Written by Scott Mescudi, Kyle Edwards, Mike McHenry, Laurus Arnarson, Jean Baptiste, & Laura Nyro. Engineered by William J. Sullivan, & Jordan Kohno. Assistant Recording Engineers by Greg Truitt, & Chaz Sexton. Samples the song ""Hands Off the Man (Flim Flam Man)"" by Laura Nyro.",2:40,Jan 2024,Album Track,Yes,https://open.spotify.com/track/3Dozs9ACjETjUWCezyzsbf?si=0afe00bfd3a4472b,
INSANO,"PORSCHE TOPLESS 
(prod. Kid Cudi, BNYX, & Jean Baptiste)","Released as a single on June 2nd, 2023. 
Written by Scott Mescudi, Benjamin Fort, & Jean Baptiste. Engineered by William J. Sullivan, & Iain Findlay. Additional Engineering by Dominic Ganderton. Additional Mixing by William J. Sullivan.",2:50,Jun 2023,Single,Yes,https://open.spotify.com/track/5zvmAENBWqw9LngXAgubIb?si=a1c9baeb679844a2,
,,NITRO MEGA TRACKS,,,,,,
INSANO (NITRO MEGA),HUMAN MADE,"Track 1 from Kid Cudi's 2024 album INSANO (NITRO MEGA). Contains use of audio from the motion picture ""The Waterboy""  Samples the song ""One More Hour"" by Tame Impala.",3:48,Feb 2024,Album Track,Yes,https://open.spotify.com/track/5KLAUdja5B2pSp6msNihlD?si=84f8fd116cdf43bf,
INSANO (NITRO MEGA),"DIAMONDS LIGHTS FAST CARS
(feat. Wiz Khalifa)",Track 2 from Kid Cudi's 2024 album INSANO (NITRO MEGA),2:41,Feb 2024,Album Track,Yes,https://open.spotify.com/track/0dE6bo63eqDDfIr8XZhZpN?si=3b1ea87bcb194776,
INSANO (NITRO MEGA),"WIN OR LOSE
(feat. Chip Tha Ripper)","Track 3 from Kid Cudi's 2024 album INSANO (NITRO MEGA). Samples the song ""Enjoy The Silence"" by Depeche Mode.",2:47,Feb 2024,Album Track,Yes,https://open.spotify.com/track/5zJc7HaHSABElZcL4WT3By?si=e2c24b1edfe84698,
INSANO (NITRO MEGA),CHUNKY,"Track 4 from Kid Cudi's 2024 album INSANO (NITRO MEGA). Samples the song ""Roche"" by Sébastien Tellier",2:55,Feb 2024,Album Track,Yes,https://open.spotify.com/track/1QF0gucRbjYxmwBy9ZP48m?si=1cb4ac0be7e5488f,
INSANO (NITRO MEGA),BABE AND I,Track 5 from Kid Cudi's 2024 album INSANO (NITRO MEGA),2:28,Feb 2024,Album Track,Yes,https://open.spotify.com/track/2Gyge9sAcLi9EfYKWYQGWH?si=90957e559a23423f,
INSANO (NITRO MEGA),"WILLIS
(feat. Chip Tha Ripper)",Track 6 from Kid Cudi's 2024 album INSANO (NITRO MEGA),4:04,Feb 2024,Album Track,Yes,https://open.spotify.com/track/171GowvfxC6r1WCHyb6fn3?si=774ab1ab42624a37,
INSANO (NITRO MEGA),CRASH TEST CUDI,"Track 7 from Kid Cudi's 2024 album INSANO (NITRO MEGA). Samples the song ""Mmm Mmm Mmm Mmm"" by Crash Test Dummies.",2:45,Feb 2024,Album Track,Yes,https://open.spotify.com/track/0uMsWm3xNlXkQ7q78Q0QKq?si=6b07f7a811104c8a,
INSANO (NITRO MEGA),"EVERYBODY LIKE
(feat. Pusha T)",Track 8 from Kid Cudi's 2024 album INSANO (NITRO MEGA),3:12,Feb 2024,Album Track,Yes,https://open.spotify.com/track/2nT0qgUbjnDVmKmnNP3vSp?si=500ed28b58244774,
INSANO (NITRO MEGA),ELECTROWAVEBABY 2.0,Track 9 from Kid Cudi's 2024 album INSANO (NITRO MEGA),3:37,Feb 2024,Album Track,Yes,https://open.spotify.com/track/7qIbKygZWmVZ2ZJpgYHO19?si=d6f771a85ad547d6,
INSANO (NITRO MEGA),"ANIMATE
(feat. Chip Tha Ripper)
(Animated)",Track 10 from Kid Cudi's 2024 album INSANO (NITRO MEGA),2:54,Feb 2024,Album Track,Yes,https://open.spotify.com/track/7qIbKygZWmVZ2ZJpgYHO19?si=d6f771a85ad547d6,
INSANO (NITRO MEGA),"ROUND N ROUND
(feat. Lil Yachty)",Track 11 from Kid Cudi's 2024 album INSANO (NITRO MEGA),3:46,Feb 2024,Album Track,Yes,https://open.spotify.com/track/79PO8wHcaDyxM0w1sKFQuY?si=cdce95a3c58a4be8,
INSANO (NITRO MEGA),"DOSE OF DOPENESS (2007)
(prod. Kid Cudi & Dot Da Genius)",Track 12 from Kid Cudi's 2024 album INSANO (NITRO MEGA),3:34,Feb 2024,Album Track,Yes,https://open.spotify.com/track/30qfYM53MuNCME5QqUFpxp?si=c7941f71c8714129,
INSANO (NITRO MEGA),"ROCKET (2011)
(prod. WZRD)",Track 13 from Kid Cudi's 2024 album INSANO (NITRO MEGA),2:28,Feb 2024,Album Track,Yes,https://open.spotify.com/track/05nX0HbRXAldu0xmwVcMTa?si=5893e6347cb14229,
INSANO (NITRO MEGA),ILL WHAT I BLEED,Track 14 from Kid Cudi's 2024 album INSANO (NITRO MEGA),2:52,Feb 2024,Album Track,Yes,https://open.spotify.com/track/2YVkpynbH4lrZQZSJiaICM?si=1ee8e163b8eb4bb5,
INSANO (NITRO MEGA),"ALL MY LIFE
(prod. Anthony Kilhoffer, Census, Morgoth Beatz, & Bryan Yepes)",Track 15 from Kid Cudi's 2024 album INSANO (NITRO MEGA),4:03,Feb 2024,Album Track,Yes,https://open.spotify.com/track/33rvwaExs7zO6dbwpuf6lk?si=2962bf794fd34ae1,
INSANO (NITRO MEGA),"I JUST WANNA GET
(feat. Bone Thugs & Harmony, Chip Tha Ripper, & Steve Aoki)",Track 16 from Kid Cudi's 2024 album INSANO (NITRO MEGA),3:00,Feb 2024,Album Track,Yes,https://open.spotify.com/track/2ObpOPtEzEHAGknf8phs9q?si=063753f229084aab,
INSANO (NITRO MEGA),MOON MAN SHIT,Track 17 from Kid Cudi's 2024 album INSANO (NITRO MEGA),3:08,Feb 2024,Album Track,Yes,https://open.spotify.com/track/7M1ngPJwK29DqFxbQUtWVa?si=4e023d1e207b44ae,
INSANO (NITRO MEGA),SUPERBOY,Track 18 from Kid Cudi's 2024 album INSANO (NITRO MEGA),5:07,Feb 2024,Album Track,Yes,https://open.spotify.com/track/4YtYrEB1utkTC75rvlsH97?si=0ed31b1dc7f64ada,
,,SINGLES,,,,,,
INSANO,"At The Party
(prod. Pharrell Williams) (feat. Pharrell Williams, & Travis Scott)","Released as a single on November 3rd 2023. 
Written by Scott Mescudi, Pharrell Williams, Jacques Bermon Webster II, & Oladipo Omishore. Pharrell Recorded by Mike Larson. Engineered by William J. Sullivan, Iain Findlay, & Mike Larson. Assistant Recording Engineers by Remy Dumelz, Jack Lailheugue, Marius Van Mierlo, Lucas Glastra, Greg Truitt, & Chaz Sexton. Samples the song ""Day 'N' Nite (nightmare)"" by Kid Cudi.",3:58,Nov 2023,Single,Yes,https://open.spotify.com/track/11BbPUv7NlzlcbY7AmHHKy?si=3868cf7eae684465,
INSANO,"1017 ALYX 9SM - All My Life
(prod. Anthony Kilhoffer, Census, Morgoth Beatz, & Bryan Yepes) (Performed by Kid Cudi)","Released on a Compilation album ""Compilation Album Vol.1"" by 1017 ALYX 9SM.",4:12,Sep 2023,Feature,Yes,https://open.spotify.com/track/2Isv1fhpce6IRBNinPesis,
INSANO,"Better Place (Family Harmony)
(prod. Justin Timberlake, Shellback, & Joseph Shirley) (Performed by Justin Timberlake, Eric Andre, Daveed Diggs, Kid Cudi, Troye Sivan, Anna Kendrick, & Camila Cabello)","Track 11 from the Trolls 3: Band Together (Soundtrack). Written by Shellback, Justin Timberlake, & Amy Allen. Recording Engineers by Chris Godbey, Riley Mackin, Kenneth Gombos, Bart Schoudel, Matt Smalley, Joseph Shirley, & Bryce Roberts. Assistant Recording Engineers by John Armstrong. Mixed by Riley Mackin. Additional Mixing by Chris Godbey. Background Vocals by Joseph Shirley. Drum Programming, Guitars, Keyboards, & Synthesizers by Joseph Shirley. Violins by Carrie Bailey, Francesca Bass, Jenny Bifano, Janet Darnall, Rachel Englander, Gerald Greer, Erin Hall, Amy Helman, Jesse Kasinger, Zoya Leybin, Jimin Lim, Hannah Sorrells, Alan Umstead, Catherine Umstead, Mary Kathryn Vanosdale, Bruce Wethey, Karen Winkelmann, & Kimberly Yokoyama. Violas by Samuel Bender, Idalynn Besser, Bruce Christensen, Patrick Monnius, Simona Rusu, & Josee Weigand. Cellos by Kevin Bate, Andrew Dunn, Una Gong, Alex Krew, & Sari Reist. Bass by Craig Nelson. Horns by Jennifer Kummer, Leslie Norton, Radu Russu, & Patrick Walle. Trumpets by Jeff Bailey, Preston Bailey, & Steve Patrick. Tenor Bones by Barry Green, Paul Jenkins, & Jonathan Salcedo. Bass Bones by Matt Jefferson. Tuba by Neil Konouchi. Timpani by Ron Sorbo. Mastered by Randy Merrill.",1:56,Oct 2023,Other,Yes,https://open.spotify.com/track/7ELtAKka2YiZRclp70wZ6F?si=543a52f492d64b92,
INSANO,"Better Place (Reunion)
(prod. Justin Timberlake, Shellback, & Joseph Shirley) (Performed by Justin Timberlake, Eric Andre, Daveed Diggs, Kid Cudi, & Troye Sivan)","Track 12 from the Soundtrack for ""Trolls 3: Band Together."" Written by Shellback, Justin Timberlake, & Amy Allen. Mixed by Serban Ghenea. Assitant Mix Engineer by Bryce Bordone. Additional Mixing by Riley Mackin. Recording Engineers by Chris Godbey, Kenneth Gombos, Riley Mackin, Joseph Shirley, & Matt Smalley. Assistant Recording Engineers by Eric Eylands, & John Armstrong. Strings Recorded, Arranged & Edited by Mattias Bylund. Violins by Erik Arvinder, David Bergstrom, Hanna Helegren, & Mattias Johansson. Cello by David Bukovinszky. Synthesizer Strings by Mattias Bylund, & Karl Guner. Trumpet by Magnus Johansson, Janne Bjerger, & Mia Samuelsson. French Horn by Magnus Johansson. Flugelhorn by Janne Bjerger. Tenor Sax by Tomas Jonsson. Oboe by Teresia Alm. Alto Sax, & Baritone Sax by Wojtek Goral. Flute by Anna Bylund. English Horn by Helena Stjernstrom. Trombone by Peter Noos Johansson. Mastered by Randy Merrill.",2:15,Oct 2023,Other,Yes,https://open.spotify.com/track/5GJaRoYtOiXUpPVT0jyNNq?si=410f0be86228438a,
INSANO,"Black Ops
(prod. Anthony Kilhoffer, William J. Sullivan, AJ Williams, FNZ, & Keanu) (feat. Denzel Curry)","Intended for Kid Cudi Presents The Soundtrack of Moon Man. Written by Scott Mescudi, Denzel Curry, AJ Williams, Keanu, William J. Sullivan, Michael Mule, Isaac De Boni, & Anthony Kilhoffer. Mastered by Joe LaPorta.",2:53,Feb 2024,Single,Yes,https://open.spotify.com/track/1Cb2etQ6t2ATWoKuOpDWuF?si=a80262643bbe4435,
INSANO,ELECTROWAVEBABY 2.0,Track 5 from Steve Aoki's 2024 album Paragon. The same version from INSANO (NITRO MEGA).,3:37,Jun 2024,Album Track,Yes,https://open.spotify.com/track/78BS23nkEmjWrGOg3YgBbo,
INSANO,"Family
(prod. Justin Timberlake, & Mike Elizondo) (Performed by Justin Timberlake, Anna Kendrick, Camila Cabello, Eric Andre, Daveed Diggs, Kid Cudi, & Troye Sivan)","Track 13 from the Soundtrack for ""Trolls 3: Band Together."" Written by Justin Timberlake, Mike Elizondo, Michael Pollack, & Emily Warren. Recording Engineers by Erica Block, Mike Elizondo, Justin Francis, Chris Godbey, Kenneth Gombos, Bart Schoudel, Carlos Sotolongo, Phil Threlfall, & Alex Wilder. Assistant Recording Engineers by John Armstrong, Eric Eylands, & Kevin Hart. Mixed by Adam Hawkins. Background Vocals by Mike Elizondo, Brianna Mazzola, Michael Pollack, & Emily Warren. Drum Programming, Electric Guitar, Keyboards, & Bass by Mike Elizondo. Piano by Philip Towns. Drums by Fred Eltringham. Percussion by Javier Solis. Trombone by Roy Agee. Saxophones by Evan Cobb. Trumpet by Emmanuel Echem. Mastered by Randy Merrill.",3:37,Oct 2023,Other,Yes,https://open.spotify.com/track/3uAPRSXcJo3kgdFWAQjy1R?si=ec90662012d744c6,
INSANO,"Jeymes Samuel - Godqueen
(prod. Jeymes Samuel) (feat. Kid Cudi)","Track 6 from Jeymes Samuel's The Book of Clarence soundtrack. Written by Jeymes Samuel, & Scott Mescudi. Recorded by Calum Landau. Mixed by Rob Kinelski. Assisted by Eli Heisler, & Ruby Smith. Vocals & Music Arranged by Jeymes Samuel. Keys by James Poyser. Bass by Pino Palladino. Guitar by Jeymes Samuel, & Marcus Eaton. Strings Conducted & Arranged by Izzi Dunn. Background Vocals by Sola. Mastered by Chris Gehringer. Assisted by Will Quinnell.",2:43,Jan 2024,Album Track,Yes,https://open.spotify.com/track/57Hwf3PDpe6fP0b9P7QjWT?si=e9e4e3de881b4478,
INSANO,"Lyrical Lemonade - Guitar In My Room
(prod. Cole Bennett, Daniyel, Kosher World, 18YOMAN, REWINED, Car!ton, marvy ayy, Emerson Poulin, & Chelsea Warner) (Performed by Kid Cudi, & Lil Durk)","Track 2 from Lyrical Lemonade's 2024 album All Is Yellow. Written by Durk Banks, Scott Mescudi, Carlton McDowell, Reese Weinberg, Emerson Poulin, Cole Bennett, Marvin Jordan, Daniyel Weissmann, Vincent Goodyer, & Chelsea Warner. Mixed by marvy ayy. Programmed by Carlton McDowell, Reese Weinberg, & Emerson Poulin. Background Vocals by Carlton McDowell, Reese Weinberg, & Emerson Poulin. Mastered by marvy ayy.",3:47,Sep 2023,Feature,Yes,https://open.spotify.com/track/6qelrb4tpDVNdbNW6UGPNn?si=5c051c975c8448a5,
