Era,Name,Track Number / Info,Track Length,Release Date,Type,Streaming,Link(s)
Detox [V6],"Anderson .Paak - Come Home
(feat. André 3000) (prod. Anderson .Paak & J.Mo)","Track 1 on ""Ventura"". Includes strings by Kadhja Bonet, piano by Vicky Farewell and horns by The Regiment. Mixed by Focus... and Dr. Dre.",4:26,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/6RpunyUP44SDweJPDScLSF?si=c4fabd16ae9d42cf
Detox [V6],"Anderson .Paak - Make It Better
(feat. Smokey Robinson) (prod. The Alchemist, FredWreck & Anderson .Paak)","Track 2 on ""Ventura"" and the second single released for the album. Mixed by Focus... and Dr. Dre.",3:17,"Apr 4, 2019",Mixing,Yes,https://open.spotify.com/track/4SBVWkRIMJ6WBCYPvr5Bwr?si=babdcfbc9e6644b0
Detox [V6],"Anderson .Paak - Reachin' 2 Much
(feat. Lalah Hathaway) (prod. Pomo, Anderson .Paak, Vicky Farewell, Free Nationals & Dem Jointz)","Track 3 on ""Ventura"". Mixed by Focus... and Dr. Dre.",5:55,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/577g1tDBKntqev2lLDydxs?si=c82c2a19dae24039
Detox [V6],"Anderson .Paak - Winners Circle
(prod. Vicky Farewell & Kelsey González)","Track 4 on ""Ventura"". Mixed by Focus... and Dr. Dre.",3:29,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/3AN70xkC9i9fFBpKlukRhY?si=8066de5f21784643
Detox [V6],"Anderson .Paak - Good Heels
(feat. Jazmine Sullivan) (prod. Anderson .Paak & Pomo)","Track 5 on ""Ventura"". Mixed by Focus... and Dr. Dre.",1:38,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/1BSZGNpIm2nBt1hWSK2bRp?si=7fe259d7bdc4412e
Detox [V6],"Anderson .Paak - Yada Yada
(prod. Kallum & Kiefer)","Track 6 on ""Ventura"". Mixed by Focus... and Dr. Dre.",3:27,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/13UTQPeYjMFgalnk6rQ8sM?si=9e754e6d3b0d4735
Detox [V6],"Anderson .Paak - King James
(add. SiR) (prod. Callum & Kiefer)","Track 7 on ""Ventura"" and the first single released for the album. Includes live drums by Anderson .Paak, live percussion by FredWreck, guitar by Alekos Syropoulos and guitar by Paul Castelluzzo. Mixed by Focus... and Dr. Dre.",3:39,"Mar 15, 2019",Mixing,Yes,https://open.spotify.com/track/5ri4b7YQp2PWn8tl3MRYgE?si=6125d9d5e01046d9
Detox [V6],"Anderson .Paak - Chosen One
(feat. Sonyae Elise) (prod. Anderson .Paak)","Track 8 on ""Ventura"". Mixed by Focus... and Dr. Dre.",4:05,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/0xmysmjwaEZfDeNlPUa8Iq?si=1c04ab0dc276418a
Detox [V6],"Anderson .Paak - Jet Black
(feat. Brandy) (prod. Pomo)","Track 9 on ""Ventura"". Mixed by Focus... and Dr. Dre.",3:28,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/70pZIQqQ37SrNCADx0FiPN?si=3334bbd074fa4c77
Detox [V6],"Anderson .Paak - Twilight
(prod. Pharrell Williams)","Track 10 on ""Ventura"". Mixed by Focus... and Dr. Dre.",3:16,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/1ZFg3nGsUSqkwmMPU9qLHk?si=33f7a4f923114e4d
Detox [V6],"Anderson .Paak - What Can We Do?
(feat. Nate Dogg) (prod. FredWreck)","Track 11 on ""Ventura"". Mixed by Focus... and Dr. Dre.",2:56,"Apr 12, 2019",Mixing,Yes,https://open.spotify.com/track/0kOxmoYqRXjAnc5ZfQ6TIs?si=35e7cb7400b84b30
Detox [V6],"Eminem - Remind Me
(prod. Rick Rubin)","Track 7 on ""Revival"". Mixed by Dr. Dre.",3:45,"Dec 15, 2017",Mixing,Yes,https://open.spotify.com/track/5uvwJAheJJEkgu88t3Wqf5?si=c0118bfd2be446b9
Detox [V6],"Eminem - Heat
(prod. Rick Rubin)","Track 14 on ""Revival"". Mixed by Dr. Dre.",4:10,"Dec 15, 2017",Mixing,Yes,https://open.spotify.com/track/7ntU619k40YVxcRvFNDTNn?si=82d4775ca942497a
Detox [V6],"The Game - Welcome Home
(feat. Nipsey Hussle) (prod. BONGO ByTheWay)","Track 12 on ""Born 2 Rap"". Official album credits lack any credits for mixing, but studio footage shows Dre worked on mixing and arrangement for the song.",4:34,"Nov 29, 2019",Mixing,Yes,https://open.spotify.com/track/4AHebDFjQrv3ApKg13aVfP?si=97107d02dbf94c80
Detox [V6],"The Game - Ask For Me
(prod. DJ Khalil)","Track 18 on ""Born 2 Rap"". Official album credits lack any credits for mixing, but this track was recorded at Dre's studio and it's rumored he mixed it.",2:38,"Nov 29, 2019",Mixing,Yes,https://open.spotify.com/track/4eM2kof0V2m6lFFfg7T5Sw?si=25a0b3b1fc614008
"16 Total
13 Album Track
3 Single / Album Track","Missionary
(Collaboration with Snoop Dogg)","(??/??/2020) (Missionary starts development)
(??/??/2022) (Work on Missionary picks up)
(12/13/2024) (Missionary officially releases)",,,,Collab album with unc Snoopy.,
,Album Tracks,,,,,,
Missionary,"Fore Play
(feat. BJ The Chicago Kid) (add. Cocoa Sarai) (prod. Dr. Dre & The ICU)","Track 1 on Missionary. Includes saxophone by Jerry ""Jay Flat"" Williams, trombone and tuba by Chris Johnson and trumpet by Chris Lowery. Samples ""People Make The World Go Round"" by Thom Bell and Linda Creed.",1:15,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/0Xa8YvNd8jPb0JwDdS588E?si=e3ff26eae6bb4675
Missionary,"Shangri-La
(add. Stalone & Dem Jointz) prod. Dr. Dre, Sam Sneed, Jason ""Sire"" Turnbull & Lawton ""Agent"" Bouhairie)","Track 2 on Missionary. Includes drums by Focus... and Dem Jointz, keys by Blu2th, Preach Bal4 and FredWreck, saxophone by Jerry ""Jay Flat"" Williams, trombone and tuba by Chris Johnson and trumpet by Chris Lowery. Samples ""Swahililand"" by Ahmad Jamal.",1:38,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/1B76dJAexrgEa2krEJh88P?si=fec368dc95cd4d58
Missionary,"Outta Da Blue
(feat. Dr. Dre & Alus) (add. Cocoa Sarai) (prod. Dr. Dre, Dem Jointz, BoogzDaBeast & FNZ)","Track 3 on Missionary and the second single released for the album. Originally previewed via the song being featured in the video game Madden 25. Includes percussion by Fredwreck. Interpolates ""Paper Planes"" by M.I.A.",2:40,"Nov 21, 2024",Single / Album Track,Yes,https://open.spotify.com/track/2NQgPPXMmpmLPzxxfbTh9V?si=4017ce983636475c
Missionary,"Hard Knocks
(add. K.A.A.N., Cocoa Sarai, Preach Bal4 & Sly Pyper) (prod. Dr. Dre, Jesse ""Corparal"" Wilson, Self B Tru & Focus...)","Track 4 on Missionary. Includes drums by Kion Williams and Dem Jointz, keys by Blu2th, Preach Bal4 and FredWreck, guitar by Blu2th, saxophone by Jerry ""Jay Flat"" Williams, trombone by Chris Johnson and trumpet by Chris Lowery. Samples ""Majer Gracias Por Tu Llanto"" by ALMA Y VIDA.",4:14,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/7CHsywyRabRhgfGF9N4JSG?si=c989f70c75144c48
Missionary,"Gorgeous
(feat. Jhené Aiko) (add. Cocoa Sarai, The-Dream & K.A.A.N.) (prod. Dr. Dre, Blu2th, Preach Bal4 & Fredwreck)","Track 5 on Missionary and the first single released for the album. Includes drums by Dem Jointz, keys by Focus..., saxophone by Jerry ""Jay Flat"" Williams, trombone by Chris Johnson and trumpet by Chris Lowery.",2:56,"Nov 1, 2024",Single / Album Track,Yes,https://open.spotify.com/track/3WXRXRRnWbbIFMOPKj8BB4?si=95d7d9bcc8de4b29
Missionary,"Last Dance With Mary Jane
(feat. Tom Petty & Jelly Roll) (add. Cocoa Sarai) (prod. Dr. Dre & The ICU)","Track 6 on Missionary. Samples ""Mary Jane's Last Dance"" by Tom Petty & The Heartbreakers.",3:05,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/4nqKqrFUwEkHEGKBr1lBe3?si=db5a0840927f431e
Missionary,"Thank You
(add. Dr. Dre, Cocoa Sarai, K.A.A.N. & Dem Jointz) (prod. Dr. Dre & The ICU)","Track 7 on Missionary. Includes drums by Kion Williams, and trumpet by Chris Lowery.",2:44,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/0w9z8zQTNKOwp56AK42jkB?si=f920fcec7ff645c8
Missionary,"Pressure
(feat. Dr. Dre & K.A.A.N.) (add. Cocoa Sarai) (prod. Dr. Dre, Focus... & MellBeets)","Track 8 on Missionary. Includes keys by Blu2th, Preach Bal4, FredWreck and Dem Jointz. Samples ""The Champ"" by The Mohawks.",2:23,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/7LMcQlrCdjexJEWT9oasE8?si=9ca555e726474615
Missionary,"Another Part Of Me
(feat. Sting) (add.  Dr. Dre, Dem Jointz, K.A.A.N., Cocoa Sarai & Russ)(prod. Dr. Dre & The ICU)","Track 9 on Missionary and the third single released for the album. Includes additional percussion and keys by FredWreck, Dem Jointz and Focus..., and guitar and bass by Sting and Blu2th. Samples ""Message in a Bottle"" by The Police.",3:27,"Dec 13, 2024",Single / Album Track,Yes,https://open.spotify.com/track/6KmW2oHAkhnBQKUtVxatR4?si=dad1686c9fc9456a
Missionary,"Skyscrapers
(feat. Method Man & Smitty) (add. Cocoa Sarai) (prod. Dr. Dre, Sam Sneed, Jason ""Sire"" Turnbull & Lawton ""Agent"" Bouhairie)","Track 10 on Missionary. Includes keys by Preach Bal4, Focus... and FredWreck, saxophone by Jerry ""Jay Flat"" Williams, trombone by Chris Johnson and trumpet by Chris Lowery. Samples ""Ain't Gonna Happen"" by Ten Wheel Drive.",3:00,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/6xKPF39l411bTJZ27U2Cs9?si=b997d75d76294668
Missionary,"Fire
(feat. Cocoa Sarai) (add. K.A.A.N.) (prod. Dr. Dre, Fredwreck & Focus...)","Track 11 on Missionary. Includes keys by Dem Jointz, Blu2th and Preach Bal4, bass by Blu2th and Brandon Hodge, and guitar by Blu2th. Samples ""Come My Love"" by Ihsan Al-Munzer.",3:43,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/0islKhgvB3HiMJY8YN9ssE?si=0a823e7e7d1f4f90
Missionary,"Gunz N Smoke
(feat. 50 Cent & Eminem) (add. Cocoa Sarai, Smitty & Thurz) (prod. Dr. Dre & C.S. Armstrong)","Track 12 on Missionary. Includes drums by Focus..., and keys by Dem Jointz, Blu2th and Preach Bal4. Samples ""Say You Love Me"" by DJ Rogers and ""Who Shot Ya"", ""Dead Wrong"" and ""Notorious Thugs"" by The Notorious B.I.G.",3:34,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/2GiJpAxK7T6JddAmEVreKT?si=501fee83c6044aa5
Missionary,"Sticcy Situation
(feat. K.A.A.N. & Cocoa Sarai) (prod. Dr. Dre, Eric Hudson & Ezra Murdock)","Track 13 on Missionary. Includes guitar by Curt Chambers. Samples ""Don't Get Caught"" by Mable John.",3:09,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/2THvF6GZtWpObx22UDJTkp?si=6bfddf8c6c4f49a8
Missionary,"Now Or Never
(feat. Dr. Dre & BJ The Chicago Kid) (add. Cocoa Sarai) (prod. Dr. Dre & The ICU)","Track 14 on Missionary. Includes drums by Focus..., keys by Preach Bal4, saxophone by Jerry ""Jay Flat"" Williams, trombone by Chris Johnson and trumpet by Chris Lowery.",3:19,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/0zPez0f9yR1UF1iowFVxrW?si=0093a7d7c3e04a33
Missionary,"Gangsta Pose
(feat. Dem Jointz, STALONE & Fat Money) (add. Cocoa Sarai & K.A.A.N.) (prod. Dr. Dre, J.LBS, MellBeats & Dem Jointz)","Track 15 on Missionary. Includes keys by Preach Bal4, FredWreck, Blu2th and Focus..., saxophone by Jerry ""Jay Flat"" Williams, trombone by Chris Johnson and trumpet by Chris Lowery.",2:56,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/4EwD52RYArKX0cvlJ4FoNd?si=fb04faeeae7441f7
Missionary,"The Negotiator
(add. Cocoa Sarai & K.A.A.N.) (prod. Dr. Dre, Sam Sneed, Jason ""Sire"" Turnbull & Lawton ""Agent"" Bouhairie)","Track 16 on Missionary. Includes drums by Focus..., keys by Preach Bal4, and bass by Blu2th. Samples ""Can't Stop Loving You"" by Soul Dog.",2:22,"Dec 13, 2024",Album Track,Yes,https://open.spotify.com/track/3hifED2qSOpsT5f4xQoaVW?si=6ff662f6500d4cc8
"18 Total
6 Single
1 Feature
8 Production
1 Mixing
2 Other",Detox [V7],"(??/??/2020) (A new incarnation of Detox begins production)
(01/06/2021) (Dre suffers a brain aneursym)
(Q3-Q4 2022) (Dre shifts from ""Detox"" name)",,,,vro just give up at this point,
,Non Album Tracks,,,,,,
Detox [V7],"Black Privilege
(add. Cocoa Sarai) (prod. Dr. Dre & Bink!)","Released as a single after appearing in Grand Theft Auto Online's ""The Contract"" expansion. Includes drums by Focus..., FredWreck and Trevor Lawrence Jr., keys by Blu2th, and bass by Focus... and Blu2th.",2:51,"Feb 4, 2022",Single,Yes,https://open.spotify.com/track/3BiWMGi0qRr8Exhy010K7H?si=5d245d201af747f3
Detox [V7],"Diamond Mind
(feat. Nipsey Hussle & Ty Dolla $ign) (prod. Dr. Dre, Mike & Keys & The Alchemist)","Released as a single after appearing in Grand Theft Auto Online's ""The Contract"" expansion. Includes a posthumous verse by LA artist Nipsey Hussle and a hook by Ty Dolla $ign. This track marks the first time Dre collaborated with both artists. Includes backing vocals from Marsha Ambrosius, drums by Dem Jointz and FredWreck, and keys by Dem Jointz, Blu2th, and FredWreck.",3:30,"Feb 4, 2022",Single,Yes,https://open.spotify.com/track/6v9trAkgvJuexOnxQXum0h?si=62ca57934e944727
Detox [V7],"ETA
(feat. Anderson .Paak, Snoop Dogg & Busta Rhymes) (add. BJ The Chicago Kid & Marsha Ambrosius) (prod. Dr. Dre & J.LBS)","Released as a single after appearing in Grand Theft Auto Online's ""The Contract"" expansion. Includes drums by Fredwreck, Focus... and Trevor Lawrence Jr., and bass by Blu2th. Samples ""You're The One For Me"" by The Edwards Generation",3:57,"Feb 4, 2022",Single,Yes,https://open.spotify.com/track/0bzX26mfmUi0djOLemE2b8?si=d0e07a5945a4417e
Detox [V7],"Fallin Up
(feat. Thurz & Cocoa Sarai) (add. Focus...) (prod. Dr. Dre & Dem Jointz)","Released as a single after appearing in Grand Theft Auto Online's ""The Contract"" expansion. Includes drums by Trevor Lawrence Jr., keys by Blu2th and FredWreck, and bass by Blu2th. Nailz Beatz also has production credits for this song however he his contributions are unknown.",3:32,"Feb 4, 2022",Single,Yes,https://open.spotify.com/track/3q5dginMcEftGNTopyd14e?si=278b3103ecbf445a
Detox [V7],"Gospel
(feat. Eminem) (prod. Dr. Dre & Listen2KOACH)","Released as a single after appearing in Grand Theft Auto Online's ""The Contract"" expansion. Eminem raps the second verse. Includes backing vocals from Marsha Ambrosius, keys by Luis Resto, saxophone by Jerry ""Jay Flat"" Williams, trombone by Chris Johnson and trumpet by Chris Lowery.",3:23,"Feb 4, 2022",Single,Yes,https://open.spotify.com/track/3a2jFwnts4Cf0OwJbK61SL?si=57d4fb4a3ed04370
Detox [V7],"The Scenic Route
(feat. Rick Ross & Anderson .Paak) (add. Marsha Ambrosius)(prod. Dr. Dre & Phonix Beats)","Released as a single after appearing in Grand Theft Auto Online's ""The Contract"" expansion. Includes keys by Dem Jointz and Blu2th, bass by Blu2th, saxophone by Jerry ""Jay Flat"" Williams, trombone by Chris Johnson and trumpet by Chris Lowery.",3:03,"Feb 4, 2022",Single,Yes,https://open.spotify.com/track/4cEmMB907Xi22vV9RIOSQE?si=92c5df2779a84f03
,Features,,,,,,
Detox [V7],"Eminem - Guns Blazing
(feat. Dr. Dre & Sly Pyper) (prod. J.LBS & Eminem)","Track 7 on ""Music To Be Murdered By: Side B"". Originally a solo Dr. Dre song that was given to Eminem. Includes additional keys by Luis Resto.",3:16,"Dec 18, 2020",Feature,Yes,https://open.spotify.com/track/3WpHqtFUwzIQBsV9YC5iNc?si=620024166825445d
,Production,,,,,,
Detox [V7],"DJ Khaled - USE THIS GOSPEL (REMIX)
(feat. Kanye West & Eminem) (add. Sly Pyper) (prod. Dr. Dre & The ICU)","Track 2 on ""GOD DID"". Originally made for Kanye and Dre's scrapped JESUS IS KING remix album before being given to DJ Khaled after him and Kanye connected in early 2022.",3:44,"Aug 26, 2022",Production,Yes,https://open.spotify.com/track/0O82CIwSU4tY11rQhxqAHC?si=2b19a02203234605
Detox [V7],"Eminem - She Loves Me
(add. Sly Pyper) (prod. Dr. Dre, Focus..., Trevor Lawrence Jr., Blu2th & Eminem)","Track #12 on Music Music To Be Murdered By: Side B. Includes additional keyboards by Luis Resto, saxophone by Jerry ""Jay Flat"" Williams, trombone by Zekkereya El-Megharbel and trumpet by Chris Lowery.",3:24,"Dec 18, 2020",Production,Yes,https://open.spotify.com/track/0BUFqsMsqAmKQPhLBXnmv7?si=cf07da4534384e32
Detox [V7],"Eminem - Discombobulated
(prod. Dr. Dre, DJ Silk, Mr. Choc, S1, Lonestarrmuzik & Frano)","Track 16 on ""Music Music To Be Murdered By: Side B"".",4:12,"Dec 18, 2020",Production,Yes,https://open.spotify.com/track/1oHXeD1gQQCQUYHeHp2HMU?si=8935e327bba04d28
Detox [V7],"Eminem - Jimmy, Brian & Mike
(prod. Dr. Dre, Mike Elizondo, Eminem & Luis Resto)","Track 24 from ""The Eminem Show (Expanded Edition)"". Most of the first verse and hook was re-recorded by Em in 2022.",3:21,"May 26, 2022",Production,Yes,https://open.spotify.com/track/7wtDXxRShBmxJAeXzE4H3p?si=d61948f7a72b4441
Detox [V7],"Eminem - The King And I
(feat. CeeLo Green) (prod. Dr. Dre)","Track 4 on ""Elvis (Soundtrack)"" and track 15 on ""Curtain Call 2"".",3:16,"Jun 16, 2022",Production,Yes,https://open.spotify.com/track/12aZLwY2ZTBKZxrEq0MVjw?si=560d75023d354c4c
Detox [V7],"Eminem - Is This Love ('09)
(feat. 50 Cent) (prod. Dr. Dre, Trevor Lawrence Jr., Mark Batson & Eminem)","Track 7 on disc 2 of ""Curtain Call 2"".",3:34,"Aug 5, 2022",Production,Yes,https://open.spotify.com/track/7rK0iM6jwuo1oizdx8suQA?si=70b140b3f22840f4
Detox [V7],"Randy Savvy - COLORBLIND (Dr. Dre Mix)
(prod. Julian Andrew Phillips & Dr. Dre)","Released as Randy Savvy's debut single in response to the 2020 BLM protests. The original version of the song was made in early-2020, prior to the murder of George Floyd, after which Randy got into contact with Dr. Dre who agreed to mix the song for him.",3:17,"Nov 29, 2020",Production,Yes,https://open.spotify.com/track/60g5zvr6exnQ0FSzmLl3Fy?si=9e8019f70f984bb9
Detox [V7],"Symba - Never End Up Broke
(prod. Dem Jointz & Dr. Dre)",Single released by Symba. Dre's production is left uncredited on streaming.,2:42,"Jun 29, 2022",Production,Yes,https://open.spotify.com/track/05DZcUyOZDX4OR2mc1RIrg?si=c7a203fa73534269
,Mixing,,,,,,
Detox [V7],"Kanye West - Wash Us In The Blood
(feat. Travis Scott) (prod. Kanye West, BoogzDaBeast, RONNY J, FNZ, A.G., Dem Jointz & Israel Boyd)","Released as the lead single to Kanye West's ultimately scrapped tenth album ""God's Country"".",3:09,"Jun 30, 2020",Mixing,Yes,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG?si=fa47d63b787f4cf1
,Other,,,,,,
Detox [V7],"MOUNT WESTMORE - Too Big
(feat. P-Lo) (add. Dr. Dre) (prod. P-Lo)","Track 6 on ""BAD MFs"", later released as the lead single for and track 4 on ""SNOOP CUBE 40 $HORT"". First released exclusively as an NFT, as the entirety of ""BAD MFs"" was. Includes intro vocals from Dr. Dre.",3:36,"Jun 7, 2020",Other,Yes,https://open.spotify.com/track/5CSKc1MTcGNx5DF9Yo6DqF?si=5ac34543d8c94f44
Detox [V7],"Nas - Full Circle
(feat. The Firm) (add. Dr. Dre) (prod. Hit-Boy & G. Ry)","On the tenth track of ""King's Disease"" Nas reunited with The Firm, his group from the late-90's that Dre worked closely with. Includes outro vocals from Dr. Dre.",3:51,"Aug 21, 2020",Other,Yes,https://open.spotify.com/track/3bNXPxxnbEoGQxEzS0N9NK?si=ba569b3c9e2449ee
"32 Total
3 Feature
1 Feature / Single
17 Production
7 Mixing
4 Other",LP4,"(Q3-Q4 2022) (Dre shifts from ""Detox"" name)
(Ongoing)",,,,"It's unknown what solo project Dre has been working on since 2022, however we know that the ""Detox"" name likely isn't being used anymore.",
,Features,,,,,,
LP4,"Oldamide - Indika
(feat. Dr. Dre & SPINALL) (prod. SPINALL)","Track 9 on ""Olamidé"".",,"Jun 18, 2025",Feature,Yes,https://open.spotify.com/track/23REvMDaoGFRdMKGSVVK5z?si=dea5b851c462463d
LP4,"TRUICE - Holy Water
(feat. Dr. Dre) (prod. TRUICE, McClenney & Patrick O’Halloran)","Track 4 on TRUICE's debut EP ""Vices"". TRUICE is one of Dr. Dre's sons. Features a verse from Dre and writing by Sly Pyper. Includes bass by Andre Brissett.",3:00,"Feb 7, 2025",Feature,Yes,https://open.spotify.com/track/5SELqAQh55oFFpLye9h7I7?si=f27d299c17ef413f
LP4,"The Next Verse - Someday Has Begun, Pt. 1
(feat. Dr. Dre, H.E.R. & Stevie Wonder) (prod. Jimmy Jam & Terry Lewis)","Released to help promote Tony Robbins battle world hunger. Features vocals from Dr. Dre, H.E.R., Stevie Wonder, Teyana Taylor, Taylor Dayne, Teddy Swims, Chris Martin, Sting, Shaggy, Kehlani, Jon Bon Jovi, Neal Schon, Ledisi, Force MD’s, SHRETA, Miles Brown, Gallant, Luke Anthony Owens, Tank, Tekitha Washington, Grace Bowers, Aloe Blacc, Siedah Garrett, Rufus Wainwright, will.i.am, Michael McDonald, D.M.C., Gregg Alexander, GIVĒON, Prana Supreme Diggs, Leona Lewis, The War and Treaty, Jewel, Sammy Hagar, Paul Williams, Hugh Jackman, Duran Duran, Ravyn Lenae, Aliah Sheffield, James Fauntleroy & Donald Johnson Jr..",4:17,"Dec 25, 2025",Feature / Single,Yes,https://open.spotify.com/track/47aGtBrfYHA4P1tQn29Say?si=80f99c24889b40aa
